x_PathwayId,PathwayName,RawAccumulator,ImpactFactor,ProbabilityPi,CorrectedAccumulator,pValue,AdjustedPValue
path:hsa00280,"Valine, leucine and isoleucine degradation - Enriched",-0.0933556625723098,3.20250684170853,0.359952327403456,0.318017704977446,0.427739626153183,0.54055007700677
path:hsa00830,"Retinol metabolism - Enriched",-3.06479831334448,2.9117598658674,0.840026513707315,-2.7170904040675,0.447051940049203,0.561868558531785
path:hsa04070,"Phosphatidylinositol signaling system - Enriched",-6.37061905668544,2.47031934564194,0.750575074257117,-5.25617586748711,0.460308318824414,0.57227520718711
path:hsa00350,"Tyrosine metabolism - Enriched",-4.00217745303962,5.05070764022263,0.863448504510002,-3.72134191889984,0.460127399671584,0.57227520718711
path:hsa00750,"Vitamin B6 metabolism - Enriched",0.191699890635173,5.55270270386511,0.62610415874509,0.212259918566505,0.470777634432888,0.582144386664324
path:hsa04310,"Wnt signaling pathway - Enriched",0.443409699616007,2.50524153037129,0.529464211779181,0.975086719238093,0.479546670628821,0.589816760666464
path:hsa00603,"Glycosphingolipid biosynthesis - globo series - Enriched",0.466264348562025,1.91650329967458,0.721701247235351,0.530648543753839,0.509617002671765,0.62016883923019
path:hsa04960,"Aldosterone-regulated sodium reabsorption - Enriched",-0.864265708759573,2.49800751608234,0.565377172596066,-0.478492123074975,0.509046313902182,0.62016883923019
path:hsa00531,"Glycosaminoglycan degradation - Enriched",-0.176286691915235,4.26347886032539,0.5427344692597,-0.0714238688229125,0.520900082979901,0.630563258344091
path:hsa00062,"Fatty acid elongation - Enriched",-4.01808987504017,9.21616980164347,0.873411646619094,-3.65471017011071,0.554576538687089,0.664336478635575
path:hsa04260,"Cardiac muscle contraction - Enriched",1.00596109072489,1.74842638271144,0.721701247235351,1.06434018995636,0.5541769536128,0.664336478635575
path:hsa00140,"Steroid hormone biosynthesis - Enriched",-4.1725096397446,3.37261493464821,0.877009128266468,-3.77999115736374,0.559461908872136,0.666716264459022
path:hsa04130,"SNARE interactions in vesicular transport - Enriched",-0.930598086584856,2.11090139633675,0.905801290340171,-0.929994646971023,0.591905580865177,0.701743729891705
path:hsa04740,"Olfactory transduction - Enriched",-2.60345026405582,1.93225314642742,0.796922450175405,-2.10909949960568,0.60077773658921,0.708609638028299
path:hsa00983,"Drug metabolism - other enzymes - Enriched",-1.83179701864469,5.38610424272895,0.863448504510002,-1.62386925776154,0.61662269900902,0.723587861082013
path:hsa00601,"Glycosphingolipid biosynthesis - lacto and neolacto series - Enriched",1.90446189116399,2.45992660814831,0.905801290340171,2.07784999866279,0.632504111534566,0.738456576918528
path:hsa00120,"Primary bile acid biosynthesis - Enriched",-1.80986069671067,3.70996112752932,0.860308478841007,-1.63192154474838,0.637752115903986,0.740823164938974
path:hsa04620,"Toll-like receptor signaling pathway - Enriched",-1.74502669831944,2.78474755974254,0.789066087535093,-0.774676674626664,0.688660698226991,0.795939500463356
path:hsa04721,"Synaptic vesicle cycle - Enriched",0.372502395214573,3.054574786027,0.812293620972552,0.489123925833918,0.692680331710332,0.796582381466882
path:hsa04080,"Neuroactive ligand-receptor interaction - Enriched",-8.13519168372861,2.24774557500261,0.986859241185217,-7.28449002349259,0.712449811894322,0.815241078287035
path:hsa04020,"Calcium signaling pathway - Enriched",-0.661106530051055,2.19311790928723,0.818065398500241,0.284304427972938,0.751661854372061,0.855852606463238
path:hsa04961,"Endocrine and other factor-regulated calcium reabsorption - Enriched",-1.08422062486102,2.77139400728568,0.863448504510002,-0.445366243288263,0.760795222711862,0.861984735092257
path:hsa04060,"Cytokine-cytokine receptor interaction - Enriched",-0.779533878589487,2.0700649371172,0.873467076905073,-0.360894715384204,0.778448646093212,0.877662689222739
path:hsa03015,"mRNA surveillance pathway - Enriched",-0.0152220221851273,1.04650333960367,0.967733010049608,-0.0145561176859682,0.880315043076562,0.987670536134679
path:hsa04920,"Adipocytokine signaling pathway - Enriched",-2.89582845976965,9.53887409254659,0.997018524545754,-2.5884589026936,0.927305494035074,1
path:hsa02010,"ABC transporters - Enriched",0,0,1,0,1,1
path:hsa00514,"Other types of O-glycan biosynthesis - Enriched",0,0,1,0,1,1
path:hsa00511,"Other glycan degradation - Enriched",0,0,1,0,1,1
remaining,"remaining",0,1.00000000002128,0.999999999978721,0,0.999999999978721,1
path:hsa03440,"Homologous recombination - Enriched",0,0,1,0,1,1
path:hsa03450,"Non-homologous end-joining - Enriched",0,0,1,0,1,1
path:hsa03420,"Nucleotide excision repair - Enriched",0,0,1,0,1,1
path:hsa04640,"Hematopoietic cell lineage - Enriched",0,0,1,0,1,1
path:hsa03430,"Mismatch repair - Enriched",0,0,1,0,1,1
path:hsa04974,"Protein digestion and absorption - Enriched",0,0,1,0,1,1
path:hsa03410,"Base excision repair - Enriched",0,0,1,0,1,1
path:hsa03060,"Protein export - Enriched",0,0,1,0,1,1
path:hsa03040,"Spliceosome - Enriched",0,0,1,0,1,1
path:hsa03050,"Proteasome - Enriched",0,0,1,0,1,1
path:hsa04146,"Peroxisome - Enriched",0,0,1,0,1,1
path:hsa04142,"Lysosome - Enriched",0,0,1,0,1,1
path:hsa03020,"RNA polymerase - Enriched",0,0,1,0,1,1
path:hsa03022,"Basal transcription factors - Enriched",0,0,1,0,1,1
path:hsa03030,"DNA replication - Enriched",0,0,1,0,1,1
path:hsa04120,"Ubiquitin mediated proteolysis - Enriched",0,0,1,0,1,1
path:hsa00533,"Glycosaminoglycan biosynthesis - keratan sulfate - Enriched",0,0,1,0,1,1
path:hsa03008,"Ribosome biogenesis in eukaryotes - Enriched",0,0,1,0,1,1
path:hsa03010,"Ribosome - Enriched",0,0,1,0,1,1
path:hsa03018,"RNA degradation - Enriched",0,0,1,0,1,1
