# Pathway Id	Pathway Name	Raw Accumulator	Impact Factor	Probability Pi	Probability Network	Corrected Accumulator	pValue	Adjusted pValue
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series - Enriched	-1.6386230957859826	2.7785058665051308	0.3670884395463787	0.22088955522238882	-15.588948881641905	0.2165151609968352	0.3561104621658474
path:hsa00750	Vitamin B6 metabolism - Enriched	17.769542490214523	3.4380285263486834	0.26992814421970523	0.32033983008495753	7.973660811674478	0.22257694001881734	0.36368781048826365
path:hsa00512	Mucin type O-glycan biosynthesis - Enriched	23.00310613455681	3.261253660406903	0.22464593718346437	0.3803098450774613	6.726747247475533	0.22649895942277876	0.3676931159460694
path:hsa04610	Complement and coagulation cascades - Enriched	-23.88139787433979	1.8552342237710695	0.6166320693035156	0.08995502248875563	-32.876384958174405	0.23010788349896427	0.3711417475789746
path:hsa00770	Pantothenate and CoA biosynthesis - Enriched	52.251745031248504	3.1475517141973146	0.3466433100880461	0.26786606696651677	20.173300536273743	0.23675525719556667	0.3794154762749466
path:hsa01212	Fatty acid metabolism - Enriched	108.92418455836527	2.645342043917511	0.5164502179876602	0.14842578710644677	44.997166728995914	0.23931910260379408	0.3810813735729205
path:hsa00062	Fatty acid elongation - Enriched	91.18395413681556	2.866450486818948	0.6138061931248281	0.09995002498750624	40.92981200232731	0.2413825248444299	0.3819343747538448
path:hsa04215	Apoptosis - multiple species - Enriched	-34.273543043978655	1.819132913890575	0.7932277262860254	0.035982008995502246	-44.952282975979635	0.24379464808282758	0.3833249183692258
path:hsa04514	Cell adhesion molecules (CAMs) - Enriched	-11.887164067415245	1.3368268680228899	0.864658502500963	0.019490254872563718	-36.647838190257666	0.24797554885075646	0.387461795079307
path:hsa00360	Phenylalanine metabolism - Enriched	12.260856365144146	3.342642885344304	0.13298463177399386	0.5897051474262869	-2.435830293505413	0.26558590671792637	0.41240047627007204
path:hsa00071	Fatty acid degradation - Enriched	69.70171616578295	2.751608086548278	0.3707989940102515	0.29235382308845576	19.133042251981493	0.26775766912370025	0.41320627951188305
path:hsa04614	Renin-angiotensin system - Enriched	-2.7039863537705955	1.4641085439299248	0.5605122708337184	0.16441779110444776	-3.0604409259782788	0.28001631026647134	0.4294728685068579
path:hsa04979	Cholesterol metabolism - Enriched	-5.053666727033363	1.8662981679295	0.4411150905788963	0.2783608195902049	-5.7095472838447066	0.3014160930486103	0.45947575159849124
path:hsa04115	p53 signaling pathway - Enriched	17.446167536302912	3.0711930469881312	0.17291011620244004	0.5932033983008496	-7.751961207396853	0.3085804255450737	0.4675460993107177
path:hsa00790	Folate biosynthesis - Enriched	47.908156686421265	2.7737273606842976	0.5185337068276141	0.2318840579710145	20.112748729706574	0.31376573914367967	0.4725387637706019
path:hsa00670	One carbon pool by folate - Enriched	52.397151269883764	2.0670032623004055	0.9126464860856549	0.022488755622188907	37.04530325605647	0.32349618500356625	0.4842757260532429
path:hsa00380	Tryptophan metabolism - Enriched	28.23214439578762	3.894202403394032	0.10980580918309452	0.7301349325337332	-17.67860320206176	0.3319974567567415	0.4911204981608603
path:hsa04964	Proximal tubule bicarbonate reclamation - Enriched	11.626717929658437	2.418112088765954	0.3953572376102414	0.3633183408295852	3.331837878956268	0.3318317678396623	0.4911204981608603
path:hsa01210	2-Oxocarboxylic acid metabolism - Enriched	68.76495693004047	2.2839004739929645	0.9118898256236293	0.027486256871564217	39.5334094627723	0.34433782984725125	0.5063791615400755
path:hsa00053	Ascorbate and aldarate metabolism - Enriched	11.225518295074812	3.114197536840517	0.16475718348129237	0.6701649175412294	-5.053887667904954	0.3526755861431593	0.5126098635801735
path:hsa00531	Glycosaminoglycan degradation - Enriched	25.106681405684977	2.9746322313362534	0.30054514366117147	0.4927536231884058	0.33215583627267975	0.3510291262166376	0.5126098635801735
path:hsa03320	PPAR signaling pathway - Enriched	17.675836156138942	2.7626017021070783	0.19697191585596974	0.6601699150424788	-7.773138344811294	0.37797027155492124	0.5461998143857243
path:hsa04064	NF-kappa B signaling pathway - Enriched	-3.0777155385836705	1.6049833107156828	0.829290246168086	0.08495752123938032	-51.76561428776295	0.3829387536883331	0.5477568710100125
path:hsa00280	Valine, leucine and isoleucine degradation - Enriched	107.29045246366533	2.015347507855343	0.821667571363467	0.08995502248875563	46.75535564435105	0.3834298097070087	0.5477568710100125
path:hsa04977	Vitamin digestion and absorption - Enriched	-2.1631031832481686	1.7349427992662863	0.7569327214311847	0.1409295352323838	-4.943438847676045	0.39416644474965934	0.5598955181103116
path:hsa00410	beta-Alanine metabolism - Enriched	46.84025953093308	2.28221815491196	0.46148008765087245	0.3933033483258371	6.3965944341082235	0.3975056043839791	0.5614485937626823
path:hsa04137	Mitophagy - animal - Enriched	25.1355867437764	5.194015394742152	0.02662493904234179	0.9445277361319341	-61.44431687721854	0.4052978949270539	0.5692386164705813
path:hsa00350	Tyrosine metabolism - Enriched	16.783663422841816	3.964808208096221	0.10848435226424971	0.8365817091454273	-27.672848148998415	0.4286971220588517	0.598738997288899
path:hsa03440	Homologous recombination - Enriched	2.774071312309192	1.8929193162864826	0.5607731205587763	0.3503248375812094	3.0128089322753104	0.4349816499101784	0.6041411804308033
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Enriched	29.45687515713542	3.579470617903946	0.907910349403837	0.06946526736631684	23.525164518795144	0.4572631884238231	0.6315789895356673
path:hsa00260	Glycine, serine and threonine metabolism - Enriched	89.98087273322218	2.4783582598952694	0.8099820929515819	0.15742128935532235	32.55732399110016	0.4641427125443236	0.6375586710773676
path:hsa00561	Glycerolipid metabolism - Enriched	61.7578490327838	2.0796765274907987	0.6166320693035156	0.36431784107946025	12.045216249242287	0.48581538910235555	0.663682225549666
path:hsa00920	Sulfur metabolism - Enriched	47.90868851785686	3.054925876881323	0.9025348219112407	0.09395302348825588	34.55787085818006	0.49416990525499827	0.6714265017051606
path:hsa04350	TGF-beta signaling pathway - Enriched	-5.75223706985141	1.4228898164684836	0.829290246168086	0.18040979510244878	-35.502394128979404	0.5105941657544254	0.6899921158843586
path:hsa00310	Lysine degradation - Enriched	74.1393618537292	1.8292438971856728	0.7954421999940352	0.22188905547226387	25.368801553420525	0.5168140958977974	0.6946426020131685
path:hsa00330	Arginine and proline metabolism - Enriched	61.13529195358153	2.4510602119694136	0.5263029487264845	0.5197401299350325	-1.6625665555862383	0.5325404026069379	0.7086261748344055
path:hsa00472	D-Arginine and D-ornithine metabolism - Enriched	0.19975449121739125	1.6515395645391893	0.5793041474978824	0.46676661669165415	0.06644725884217942	0.532886883475473	0.7086261748344055
path:hsa04390	Hippo signaling pathway - Enriched	15.554311033010217	2.2832047328671017	0.40402864066359084	0.6536731634182908	-21.30793990790874	0.5428866917205842	0.7181040895774924
path:hsa00520	Amino sugar and nucleotide sugar metabolism - Enriched	114.30467845531818	2.0704640114151247	0.9370124060144306	0.095952023988006	52.836546315832514	0.5632604864327271	0.7334120917092801
path:hsa04080	Neuroactive ligand-receptor interaction - Enriched	124.02247471795823	2.4124125398250866	0.4271203078843168	0.6551724137931034	-18.76962789711112	0.560588384440786	0.7334120917092801
path:hsa00500	Starch and sucrose metabolism - Enriched	22.627618186829917	2.3765979319318316	0.4411150905788963	0.638680659670165	-8.118516134415582	0.5581276777244545	0.7334120917092801
path:hsa00780	Biotin metabolism - Enriched	4.395718002901928	2.650748530378993	0.7569327214311847	0.3563218390804598	2.507334557018054	0.5917487172695819	0.7665138824735517
path:hsa00650	Butanoate metabolism - Enriched	62.20936316520452	2.1747625266525814	0.952851865260228	0.11294352823588207	27.108679616001112	0.6280826253486258	0.809384826480188
path:hsa00052	Galactose metabolism - Enriched	39.39613681787171	1.9641963597619432	0.7139089619774182	0.48375812093953025	1.2537734078806793	0.6445347908770138	0.8221107026492523
path:hsa00440	Phosphonate and phosphinate metabolism - Enriched	4.134882655646665	1.841932825695058	0.6562809694494168	0.544727636181909	-1.0258918429588322	0.6420477559179637	0.8221107026492523
path:hsa00910	Nitrogen metabolism - Enriched	-5.250050224751136	1.780897770709986	0.985697741533228	0.05147426286856572	-24.58582844525186	0.6534626521228507	0.8292673250289984
path:hsa00564	Glycerophospholipid metabolism - Enriched	63.67042387921489	2.413387506129632	0.4999301551219961	0.792103948025987	-35.85302924320083	0.7174488612554832	0.9058697743124788
path:hsa00565	Ether lipid metabolism - Enriched	18.692258282687757	2.7207905839571502	0.37849337327908006	0.8825587206396801	-27.75034595007614	0.7327486892154746	0.9205385542907973
path:hsa00562	Inositol phosphate metabolism - Enriched	45.32551222936246	4.869713105502653	0.10367242239206445	0.9860069965017492	-109.5446688278154	0.7460988981418959	0.931408557065613
path:hsa04141	Protein processing in endoplasmic reticulum - Enriched	2.5524297945277805	2.0102404245162395	0.5817021347299616	0.7711144427786107	-18.753766131492142	0.7488524798807529	0.931408557065613
path:hsa00061	Fatty acid biosynthesis - Enriched	43.09834237625349	3.225740192005896	0.9690075396827317	0.19140429785107446	18.20160540440726	0.7588571857078292	0.9391796852819668
path:hsa00515	Mannose type O-glycan biosynthesis - Enriched	5.299456395711876	2.4530652288554142	0.6699753736715616	0.7326336831584208	-8.852007108428992	0.7733689959495668	0.9477561224872142
path:hsa00471	D-Glutamine and D-glutamate metabolism - Enriched	14.493089396120434	2.380662303553726	0.9010786777112935	0.40729635182408797	2.207578074315432	0.771784598998281	0.9477561224872142
path:hsa04150	mTOR signaling pathway - Enriched	1.090697352942468	4.375994078281949	0.08508909218028503	0.9940029985007496	-168.54230986190456	0.7900483682784738	0.9634736198517974
path:hsa00072	Synthesis and degradation of ketone bodies - Enriched	20.19941358388339	2.027478160329693	0.972357643534054	0.23488255872063968	9.583020942150583	0.8006997459826375	0.9717229926973756
path:hsa04622	RIG-I-like receptor signaling pathway - Enriched	34.13171273813996	1.7464916505515815	0.7467948826020796	0.7221389305347327	-23.34929664709837	0.81231540336629	0.9804196997721465
path:hsa04130	SNARE interactions in vesicular transport - Enriched	6.886184573915508	1.3094011377193404	0.9244671535194646	0.43478260869565216	1.566064774173018	0.8157091902104259	0.9804196997721465
path:hsa04140	Autophagy - animal - Enriched	12.579026810372124	2.807440842510058	0.5551003776065713	0.9930034982508745	-185.33089935676674	0.9667952845967438	1.0
path:hsa00120	Primary bile acid biosynthesis - Enriched	2.5517364642764258	2.914844646764556	0.8196152895177699	0.7706146926536732	-24.75114188144223	0.8790198325721632	1.0
path:hsa00340	Histidine metabolism - Enriched	6.113426188711064	1.660334846838233	0.8537488093112269	0.8755622188905547	-18.24717523421843	0.9405832564365673	1.0
path:hsa00220	Arginine biosynthesis - Enriched	23.554737834075205	2.681943490822581	0.9493583851649141	0.719640179910045	-13.459756895342807	0.9418024587929152	1.0
path:hsa04975	Fat digestion and absorption - Enriched	6.482708944897716	1.6592223703346827	0.8013410479385581	0.7706146926536732	-7.561099443692299	0.8691508623465185	1.0
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis - Enriched	1.6880765756749119	2.002942346456379	0.8478183666808133	0.7436281859070465	-5.784916926639161	0.882807033804311	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	17.88198685854003	2.948809003434632	0.9998567895886153	0.6461769115442278	-5.746164747421155	0.9976729931150983	1.0
path:hsa04392	Hippo signaling pathway - multiple species - Enriched	1.3293291947287131	2.3842071790222965	0.9569750255495004	0.5812093953023488	-5.155890464198553	0.9128913989020142	1.0
path:hsa00760	Nicotinate and nicotinamide metabolism - Enriched	42.327739609911575	1.8569800425493574	0.9656447513629856	0.5617191404297851	-4.78263906354092	0.9187923184599858	1.0
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series - Enriched	4.411049945486784	1.6325336460300106	0.9339383954089822	0.6656671664167916	-4.766220562637656	0.9142462692332884	1.0
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Enriched	2.5114550068208352	2.0980528011267734	0.9342724681034279	0.6441779110444777	-4.73458263989375	0.9079065007203495	1.0
path:hsa00290	Valine, leucine and isoleucine biosynthesis - Enriched	9.058652693349636	2.3323268618494897	0.9921383406653689	0.32233883058470764	3.9488040566568516	0.9164776267403609	1.0
path:hsa00785	Lipoic acid metabolism - Enriched	0.6934939727653986	3.2379479694227067	0.9863797990035872	0.6341829085457271	-3.2743796601362196	0.9643714186544472	1.0
path:hsa00232	Caffeine metabolism - Enriched	0.5278772951691106	1.3011156307265928	0.907910349403837	0.6976511744127936	-2.724339855776734	0.9040661705588908	1.0
path:hsa00430	Taurine and hypotaurine metabolism - Enriched	6.205173712903743	1.4587475950425526	0.9958422397072046	0.5827086456771614	-2.150768944260234	0.9779798021218271	1.0
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Enriched	28.58346944791511	2.458448757143653	0.955484454792996	0.5292353823088456	-1.3053477254079482	0.8951374747313645	1.0
path:hsa00740	Riboflavin metabolism - Enriched	14.772638368525259	1.8628864735569155	0.9592850048447781	0.47226386806596704	1.0420621154832705	0.8815749128195292	1.0
path:hsa04122	Sulfur relay system - Enriched	2.2040417045492964	2.554430857609644	0.9962702992053807	0.5047476261869065	-0.06753783506273425	0.9713067347218989	1.0
path:hsa02010	ABC transporters - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa00514	Other types of O-glycan biosynthesis - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa00511	Other glycan degradation - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
remaining	remaining	0.0	1.0034712037904514	0.9965348138725675	1.0	0.0	0.9965348138725675	1.0
path:hsa03450	Non-homologous end-joining - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03420	Nucleotide excision repair - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa04640	Hematopoietic cell lineage - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03430	Mismatch repair - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa04974	Protein digestion and absorption - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03410	Base excision repair - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03060	Protein export - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03040	Spliceosome - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03050	Proteasome - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa04146	Peroxisome - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa04142	Lysosome - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03020	RNA polymerase - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03022	Basal transcription factors - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03030	DNA replication - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa04120	Ubiquitin mediated proteolysis - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa04929	GnRH secretion - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
path:hsa03008	Ribosome biogenesis in eukaryotes - Enriched	0.0	1.1553649057761695	0.856102723650122	1.0	0.0	0.856102723650122	1.0
path:hsa03010	Ribosome - Enriched	0.0	0.0	1.0	1.0	0.0	1.0	1.0
